emg,t,emg_filtered,emg_rectified,emg_envelope
-2.145484803363388,120,-0.5999512174931878,0.5999512174931878,0.4076352378763594
0.854515196636612,122,2.431055042616559,2.431055042616559,0.677987139555593
3.854515196636612,124,5.607937013384302,5.607937013384302,0.9471387692356327
0.854515196636612,128,2.4736570776089146,2.4736570776089146,1.2146863404038666
-3.145484803363388,130,-1.2163498323717905,1.2163498323717905,1.480228394985005
-5.145484803363388,132,-3.4947225529676746,3.4947225529676746,1.743366922781478
-6.145484803363388,135,-4.103997578216129,4.103997578216129,2.0037084703271764
-1.145484803363388,137,0.5236062711086578,0.5236062711086578,2.2608652363349226
-1.145484803363388,139,0.9230307426781841,0.9230307426781841,2.5144561512397594
-3.145484803363388,142,-1.4732545262163155,1.4732545262163155,2.764107938565654
-2.145484803363388,144,-0.14495613394708773,0.14495613394708773,3.0094561559359008
-2.145484803363388,146,-0.48697738277794245,0.48697738277794245,3.2501462134459307
-3.145484803363388,149,-1.305408145510812,1.305408145510812,3.485834366819566
-5.145484803363388,151,-3.517972878376997,3.517972878376997,3.716188682327366
-9.145484803363388,153,-7.544181197022178,7.544181197022178,3.9408899699292097
-10.145484803363388,156,-8.566379805570003,8.566379805570003,4.159632680628636
-8.145484803363388,158,-6.8346138611027,6.8346138611027,4.37212576376774
-7.145484803363388,161,-5.6353177357809825,5.6353177357809825,4.578093480094505
-6.145484803363388,163,-5.136920982951086,5.136920982951086,4.777276166890778
-6.145484803363388,165,-4.733170660510014,4.733170660510014,4.969430952071901
-8.145484803363388,168,-7.401427742073977,7.401427742073977,5.154332414726399
-7.145484803363388,171,-5.8716070510638385,5.8716070510638385,5.331773189940851
-3.145484803363388,173,-2.578002055897392,2.578002055897392,5.501564515986481
-0.14548480336338798,176,0.9422362128656947,0.9422362128656947,5.663536722105907
7.854515196636612,178,8.368739998241079,8.368739998241079,5.817539655212863
9.854515196636612,180,10.717038777829238,10.717038777829238,5.963443043713271
8.854515196636612,183,9.44416914713305,9.44416914713305,6.101136796404275
6.854515196636612,185,7.484450031114672,7.484450031114672,6.230531234258131
9.854515196636612,187,10.617595617465057,10.617595617465057,6.351557253100462
12.854515196636612,190,13.294422190189414,13.294422190189414,6.4641664157478695
10.854515196636612,192,11.830829611830113,11.830829611830113,6.568330972912429
10.854515196636612,194,11.19809205819686,11.19809205819686,6.664043813037342
5.854515196636612,197,7.018030117958607,7.018030117958607,6.751318342245407
2.854515196636612,199,3.225818564022748,3.225818564022748,6.83018829672723
3.854515196636612,202,5.127011031119684,5.127011031119684,6.900707490956322
8.854515196636612,204,9.371206712835605,9.371206712835605,6.962949505823153
2.854515196636612,206,4.13217561507111,4.13217561507111,7.01700732101205
-2.145484803363388,209,-1.4114495238454472,1.4114495238454472,7.062992895828698
-3.145484803363388,211,-1.965546172431698,1.965546172431698,7.101036702426004
-6.145484803363388,214,-5.195344737702492,5.195344737702492,7.131287215007138
-6.145484803363388,217,-5.149848128679695,5.149848128679695,7.153910357991797
-5.145484803363388,219,-4.060719016835705,4.060719016835705,7.16908891530555
-5.145484803363388,221,-4.403554018100941,4.403554018100941,7.177021902065972
-7.145484803363388,224,-6.075506272267683,6.075506272267683,7.177923899154835
-10.145484803363388,226,-9.718308286151137,9.718308286151137,7.172024350501027
-14.145484803363388,228,-13.283449427752883,13.283449427752883,7.159566822337159
-16.145484803363388,231,-16.097268507839047,16.097268507839047,7.140808223333717
-17.145484803363388,233,-16.699587638104497,16.699587638104497,7.11601798456961
-15.145484803363388,236,-15.55333500772852,15.55333500772852,7.085477198955227
-12.145484803363388,238,-12.310750153379226,12.310750153379226,7.049477721016026
-4.145484803363388,240,-5.105166706384793,5.105166706384793,7.008321229698556
2.854515196636612,243,1.9198532005970357,1.9198532005970357,6.96231825872969
7.854515196636612,245,6.228896826324757,6.228896826324757,6.91178720061247
5.854515196636612,247,4.043457667494733,4.043457667494733,6.8570532912291835
5.854515196636612,250,3.4395626802393755,3.4395626802393755,6.7984475821714465
12.854515196636612,252,10.11256652769601,10.11256652769601,6.7363059075599
12.854515196636612,254,9.536151345073396,9.536151345073396,6.670967851588444
8.854515196636612,258,5.168170223134282,5.168170223134282,6.602775722591833
6.854515196636612,260,2.5513663677119967,2.5513663677119967,6.532073539244981
6.854515196636612,262,2.2343101682446402,2.2343101682446402,6.459206034543383
7.854515196636612,265,2.5361057958616415,2.5361057958616415,6.384517683254932
5.854515196636612,267,0.3228226180108744,0.3228226180108744,6.308351758292589
6.854515196636612,269,0.546032028440024,0.546032028440024,6.231049420836135
8.854515196636612,272,2.4434021829832178,2.4434021829832178,6.152948848113308
