I2C Verbindung gefunden!.
1499	2
1502	4
1504	7
1504	9
1500	11
1498	13
1499	16
1502	18
1506	20
1513	23
1518	25
1518	27
1516	30
1514	32
1510	34
1510	36
1511	39
1512	41
1513	44
1514	47
1515	49
1515	51
1514	54
1513	56
1512	58
1515	61
1519	63
1519	65
1518	67
1516	70
1515	72
1517	74
1517	77
1515	79
1513	81
1512	84
1511	87
1511	89
1509	91
1508	94
1507	96
1510	98
1513	101
1517	103
1518	105
1517	108
1513	110
1510	112
1511	115
1514	117
1516	120
1515	122
1511	124
1509	128
1506	130
1503	132
1501	135
1503	137
1511	139
1513	142
1512	144
1507	146
1501	149
1498	151
1495	153
1496	156
1499	158
1501	161
1502	163
1501	165
1500	168
1500	171
1499	173
1498	176
1496	178
1496	180
1498	183
1502	185
1504	187
1504	190
1501	192
1501	195
1501	197
1498	199
1495	202
1494	204
1497	206
1500	209
1497	211
1494	214
1492	217
1492	219
1495	221
1498	224
1500	226
1498	228
1494	231
1490	233
1488	236
1488	238
1489	240
1490	243
1494	245
1495	247
1494	250
1493	252
1496	254
1501	258
1510	260
1512	262
1506	265
1501	267
1496	269
1493	272
1492	274
1492	277
1493	279
1496	281
1498	284
1498	286
1495	288
1492	291
1491	293
1492	295
1494	299
1494	301
1494	303
1495	306
1494	308
1494	310
1498	313
1498	315
1495	318
1492	320
1488	322
1486	325
1486	327
1489	329
1496	332
1502	334
1505	336
1504	339
1501	342
1498	344
1495	347
1492	349
1490	352
1489	354
1488	356
1489	359
1493	361
1495	363
1495	366
1491	368
1486	370
1485	373
1490	375
1495	377
1497	380
1502	382
1507	385
1505	388
1504	390
1504	393
1504	395
1502	397
1499	400
1495	402
1491	404
1491	407
1493	409
1494	411
1494	414
1494	416
1492	418
1490	421
1488	423
1487	425
1492	429
1503	431
1506	434
1503	436
1498	438
1495	441
1496	443
1501	445
1505	448
1508	450
1506	452
1501	455
1496	457
1496	459
1498	462
1501	464
1503	467
1504	470
1503	472
1500	475
1496	477
1496	479
1495	482
1496	484
1496	486
1496	489
1492	491
1490	493
1489	496
1491	498
1492	500
1496	503
1501	505
1500	508
1498	510
1494	513
1492	516
1490	518
1487	520
1488	523
1489	525
1492	527
1495	530
1494	532
1493	534
1494	537
1493	539
1493	541
1492	544
1492	546
1492	549
1495	551
1498	553
1498	557
1493	559
1487	561
1485	564
1483	566
1481	568
1481	571
1480	573
1481	575
1485	578
1487	580
1485	583
1483	585
1486	587
1490	590
1490	592
1490	594
1491	598
1490	600
1490	602
1490	605
1491	607
1490	609
1489	612
1488	614
1487	616
1488	619
1489	621
1491	624
1488	626
1486	628
1483	631
1481	633
1479	635
1478	638
1484	641
1489	643
1491	646
1491	648
1490	650
1486	653
1483	655
1484	658
1487	660
1490	662
1496	665
1497	667
1496	669
1495	672
1495	674
1494	676
1492	679
1489	681
1488	684
1488	687
1489	689
1489	691
1490	694
1492	696
1494	699
1495	701
1494	703
1493	706
1491	708
1487	710
1487	713
1488	715
1489	717
1488	720
1486	722
1486	724
1488	728
1491	730
1493	732
1496	735
1502	737
1505	740
1502	742
1499	744
1499	747
1499	749
1500	751
1500	754
1499	756
1496	758
1495	761
1495	763
1494	765
1492	769
1489	771
1490	774
1492	776
1492	778
1490	781
1487	783
1486	785
1487	788
1498	790
1506	792
1506	795
1503	797
1500	799
1495	802
1491	804
1488	806
1488	809
1491	812
1494	815
1497	817
1496	819
1497	822
1497	824
1495	826
1493	829
1491	831
1489	833
1489	836
1492	838
1497	840
1500	843
1502	845
1502	848
1499	850
1499	852
1500	856
1500	858
1497	860
1494	863
1494	865
1495	867
1495	870
1494	872
1494	874
1494	877
1493	879
1489	881
1486	884
1486	886
1491	889
1492	891
1491	893
1490	897
1493	899
1494	901
1495	904
1499	906
1503	908
1503	911
1499	913
1492	915
1487	918
1484	920
1485	922
1491	925
1495	927
1498	930
1494	932
1493	934
1496	937
1499	940
1498	942
1494	945
1486	947
1483	949
1483	952
1486	954
1494	956
1496	959
1493	961
1491	964
1488	966
1487	968
1490	971
1491	973
1491	975
1490	978
1489	980
1490	983
1489	986
1490	988
1493	990
1496	993
1493	995
1490	997
1486	1000
1485	1002
1484	1005
1481	1007
1483	1009
1486	1012
1486	1014
1487	1017
1491	1019
1494	1021
1495	1025
1490	1027
1485	1030
1483	1032
1485	1034
1486	1037
1484	1039
1481	1042
1478	1044
1477	1047
1477	1049
1478	1051
1480	1054
1485	1056
1488	1059
1492	1061
1491	1063
1487	1067
1483	1069
1480	1072
1478	1074
1477	1076
1480	1079
1484	1081
1486	1084
1489	1086
1490	1088
1494	1091
1493	1093
1490	1096
1486	1098
1482	1100
1481	1103
1482	1105
1484	1108
1485	1111
1485	1113
1486	1116
1489	1118
1489	1121
1487	1123
1483	1125
1480	1128
1476	1130
1476	1133
1477	1135
1483	1137
1486	1140
1486	1142
1484	1145
1486	1147
1490	1150
1489	1153
1488	1155
1488	1158
1487	1160
