emg;time
1519;4328
1542;4331
1546;4333
1523;4335
1490;4338
1481;4340
1502;4343
1506;4345
1494;4347
1482;4350
1480;4353
1516;4356
1528;4358
1517;4360
1492;4363
1485;4365
1515;4368
1526;4370
1521;4372
1512;4375
1498;4377
1501;4380
1516;4382
1520;4384
1522;4387
1520;4389
1513;4392
1528;4395
1534;4397
1526;4400
1505;4402
1513;4405
1539;4407
1547;4410
1534;4412
1500;4414
1472;4417
1467;4419
1485;4422
1500;4424
1519;4426
1509;4429
1486;4431
1490;4434
1505;4436
1537;4439
1535;4442
1504;4444
1478;4447
1474;4449
1480;4451
1481;4454
1490;4456
1491;4459
1495;4461
1504;4463
1528;4466
1534;4468
1525;4471
1503;4473
1480;4475
1482;4478
1507;4481
1510;4484
1512;4486
1501;4489
1485;4491
1473;4493
1470;4496
1488;4498
1494;4501
1526;4503
1549;4505
1528;4508
1496;4510
1472;4513
1464;4515
1471;4517
1495;4520
1498;4523
1490;4526
1478;4528
1463;4530
1475;4533
1539;4535
1562;4538
1544;4540
1505;4542
1464;4545
1446;4547
1443;4550
1455;4552
1500;4554
1541;4557
1539;4559
1507;4562
1479;4564
1460;4568
1457;4570
1463;4572
1467;4575
1482;4577
1487;4580
1492;4582
1497;4584
1514;4587
1516;4589
1506;4592
1487;4594
1469;4596
1458;4599
1464;4601
1467;4604
1465;4606
1463;4609
1474;4612
1481;4614
1479;4617
1472;4619
1470;4621
1472;4624
1480;4626
1486;4629
1487;4631
1484;4633
1477;4636
1471;4638
1487;4641
1495;4643
1487;4646
1478;4648
1474;4651
1482;4654
1483;4656
1479;4659
1471;4661
1466;4663
1469;4666
1470;4668
1472;4671
1473;4673
1475;4675
1478;4678
1482;4680
1488;4683
1490;4685
1489;4687
1488;4690
1488;4692
1497;4696
1509;4698
1514;4700
1508;4703
1498;4705
1492;4708
1488;4710
1492;4712
1498;4715
1502;4717
1503;4720
1503;4722
1503;4725
1498;4727
1494;4729
1493;4732
1491;4734
1490;4738
1489;4740
1488;4742
1488;4745
1487;4747
1487;4750
1490;4752
1494;4754
1497;4757
1500;4759
1504;4762
1507;4764
1508;4766
1507;4769
1507;4771
1508;4774
1510;4776
1513;4779
1516;4782
1520;4784
1528;4787
1534;4789
1534;4792
1534;4794
1533;4796
1532;4799
1529;4801
1527;4804
1526;4806
1528;4808
1529;4811
1530;4813
1532;4816
1535;4818
1538;4820
1539;4824
1540;4826
1543;4829
1544;4831
1544;4833
1545;4836
1544;4838
1545;4841
1544;4843
1545;4845
1549;4848
1554;4850
1559;4853
1560;4855
1559;4857
1558;4860
1556;4862
1553;4866
1552;4868
1551;4870
1552;4873
1552;4875
1553;4878
1554;4880
1555;4883
1556;4885
1557;4887
1558;4890
1558;4892
1559;4895
1561;4897
1563;4899
1568;4902
1576;4904
1582;4908
1582;4910
1579;4912
